run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
13,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,21.215,0.8602,100.0,44.1,,,,,,none,0.175,18.218,2.382,0.598,21.531,onnx,CPUExecutionProvider,{},False,1,False,007443.png,,,,0.602879,0.602879,0.602879,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
14,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,23.875,0.8602,100.0,44.1,,,,,,none,0.2,20.49,2.676,0.693,24.212,onnx,CPUExecutionProvider,{},False,1,True,006164.png,,,,0.677942,0.677942,0.677942,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
15,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,30.432,0.8602,100.0,44.1,,,,,,none,0.2,27.061,2.55,0.804,30.797,onnx,CPUExecutionProvider,{},False,4,False,007087.png,,,,0.862316,0.862316,0.862316,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
16,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,21.072,0.8602,100.0,44.1,,,,,,none,0.179,17.775,2.519,0.761,21.394,onnx,CPUExecutionProvider,{},False,1,False,006681.png,,,,0.599021,0.599021,0.599021,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
17,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,21.533,0.8602,100.0,44.1,,,,,,none,0.162,18.134,2.522,0.86,21.837,onnx,CPUExecutionProvider,{},False,4,False,006319.png,,,,0.611428,0.611428,0.611428,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
18,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,22.791,0.8602,100.0,44.1,,,,,,none,0.16,19.252,2.6,0.923,23.082,onnx,CPUExecutionProvider,{},False,4,False,007392.png,,,,0.646288,0.646288,0.646288,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
19,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,21.294,0.8287,95.8,44.1,,,,,,none,0.17,18.146,2.562,0.568,21.593,onnx,CPUExecutionProvider,{},False,0,False,006148.png,,,,0.604596,0.604596,0.604596,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
20,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,26.51,0.8287,95.8,44.1,,,,,,none,0.386,23.093,2.761,0.637,27.036,onnx,CPUExecutionProvider,{},False,1,False,006447.png,,,,0.757,0.757,0.757,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
21,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,26.694,0.807,92.9,44.1,,,,,,none,0.156,23.296,2.275,1.106,26.985,onnx,CPUExecutionProvider,{},False,2,True,006857.png,,,,0.75558,0.75558,0.75558,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
22,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,23.101,0.807,92.9,44.1,,,,,,none,0.188,19.117,2.902,1.066,23.424,onnx,CPUExecutionProvider,{},False,6,False,006127.png,,,,0.655864,0.655864,0.655864,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
23,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,24.851,0.807,92.9,44.1,,,,,,none,0.186,21.285,2.675,0.873,25.177,onnx,CPUExecutionProvider,{},False,1,False,006831.png,,,,0.704945,0.704945,0.704945,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
24,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,21.923,0.8467,98.2,44.1,,,,,,none,0.194,18.522,2.725,0.657,22.251,onnx,CPUExecutionProvider,{},False,1,False,006461.png,,,,0.623025,0.623025,0.623025,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
25,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,28.789,0.8467,98.2,44.1,,,,,,none,0.209,25.593,2.595,0.582,29.139,onnx,CPUExecutionProvider,{},False,1,False,007415.png,,,,0.815884,0.815884,0.815884,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
26,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,24.945,0.8602,100.0,44.1,,,,,,none,0.168,21.642,2.612,0.671,25.265,onnx,CPUExecutionProvider,{},False,3,False,006154.png,,,,0.707409,0.707409,0.707409,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
27,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,22.162,0.8602,100.0,44.1,,,,,,none,0.174,18.973,2.585,0.587,22.461,onnx,CPUExecutionProvider,{},False,1,False,007336.png,,,,0.628919,0.628919,0.628919,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
28,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,29.646,0.8602,100.0,44.1,,,,,,none,0.171,26.332,2.547,0.752,29.955,onnx,CPUExecutionProvider,{},False,0,False,006621.png,,,,0.838751,0.838751,0.838751,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
29,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,23.784,0.8602,100.0,44.1,,,,,,none,0.177,20.531,2.474,0.76,24.086,onnx,CPUExecutionProvider,{},False,3,True,006478.png,,,,0.674408,0.674408,0.674408,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
30,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,23.041,0.8602,100.0,44.1,,,,,,none,0.177,19.873,2.5,0.651,23.347,onnx,CPUExecutionProvider,{},False,3,False,006352.png,,,,0.653722,0.653722,0.653722,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
31,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,30.349,0.8602,100.0,44.1,,,,,,none,0.182,27.046,2.53,0.755,30.658,onnx,CPUExecutionProvider,{},False,5,False,007230.png,,,,0.85843,0.85843,0.85843,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
32,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,20.999,0.8602,100.0,44.1,,,,,,none,0.158,18.089,2.336,0.558,21.293,onnx,CPUExecutionProvider,{},False,0,False,007113.png,,,,0.596196,0.596196,0.596196,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
33,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,30.647,0.8602,100.0,44.1,,,,,,none,0.173,19.015,10.747,0.868,30.956,onnx,CPUExecutionProvider,{},False,1,False,007162.png,,,,0.866768,0.866768,0.866768,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
34,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,24.001,0.8605,100.0,44.2,,,,,,none,0.187,20.495,2.693,0.795,24.332,onnx,CPUExecutionProvider,{},False,3,True,007130.png,,,,0.681299,0.681299,0.681299,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
35,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,23.491,0.8605,100.0,44.2,,,,,,none,0.162,20.57,2.317,0.586,23.78,onnx,CPUExecutionProvider,{},False,1,False,006651.png,,,,0.665834,0.665834,0.665834,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
36,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,21.334,0.8605,100.0,44.2,,,,,,none,0.159,18.148,2.638,0.529,21.628,onnx,CPUExecutionProvider,{},False,0,False,006282.png,,,,0.60557,0.60557,0.60557,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
37,0,adaptive,heavy,0.75,process_steady_v3,7,,NANO,21.702,0.8605,100.0,44.2,,,,,,none,0.16,17.917,2.375,1.393,21.991,onnx,CPUExecutionProvider,{},False,13,False,006034.png,,,,0.615734,0.615734,0.615734,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
