run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
10,0,adaptive,moderate,0.5,process_steady_v3,7,,SMALL,86.12,0.7695,88.0,43.8,,,,,,none,0.181,80.506,3.811,1.785,86.532,onnx,CPUExecutionProvider,{},False,1,False,007416.png,,,,2.42289,2.42289,2.42289,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
11,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,56.822,0.807,93.0,43.8,,,,,,none,0.533,53.222,2.373,1.21,57.501,onnx,CPUExecutionProvider,{},False,8,True,007420.png,,,,1.610034,1.610034,1.610034,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
12,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,34.746,0.807,93.0,43.8,,,,,,none,0.186,28.859,4.705,1.162,35.08,onnx,CPUExecutionProvider,{},False,7,False,007182.png,,,,0.98224,0.98224,0.98224,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
13,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,22.713,0.8325,96.4,43.8,,,,,,none,0.205,19.717,2.363,0.616,23.075,onnx,CPUExecutionProvider,{},False,1,False,007443.png,,,,0.646092,0.646092,0.646092,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
14,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,22.792,0.8325,96.4,43.8,,,,,,none,0.171,19.239,2.829,0.707,23.106,onnx,CPUExecutionProvider,{},False,1,True,006164.png,,,,0.64696,0.64696,0.64696,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
15,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,22.739,0.8217,95.0,43.7,,,,,,none,0.198,19.271,2.731,0.719,23.081,onnx,CPUExecutionProvider,{},False,4,False,007087.png,,,,0.646268,0.646268,0.646268,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
16,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,21.691,0.8217,95.0,43.7,,,,,,none,0.196,18.325,2.605,0.743,22.054,onnx,CPUExecutionProvider,{},False,1,False,006681.png,,,,0.617526,0.617526,0.617526,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
17,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,18.403,0.806,92.9,43.7,,,,,,none,0.152,15.699,1.712,0.975,18.704,onnx,CPUExecutionProvider,{},False,4,False,006319.png,,,,0.52372,0.52372,0.52372,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
18,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,22.788,0.806,92.9,43.7,,,,,,none,0.203,19.554,2.512,0.705,23.135,onnx,CPUExecutionProvider,{},False,4,False,007392.png,,,,0.647769,0.647769,0.647769,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
19,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,19.262,0.806,92.9,43.7,,,,,,none,0.134,16.893,1.739,0.614,19.532,onnx,CPUExecutionProvider,{},False,0,False,006148.png,,,,0.54691,0.54691,0.54691,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
20,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,22.775,0.7927,91.1,43.8,,,,,,none,0.21,19.562,2.532,0.655,23.125,onnx,CPUExecutionProvider,{},False,1,False,006447.png,,,,0.647508,0.647508,0.647508,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
21,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,21.015,0.7927,91.1,43.8,,,,,,none,0.212,17.61,2.726,0.66,21.369,onnx,CPUExecutionProvider,{},False,2,True,006857.png,,,,0.598329,0.598329,0.598329,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
22,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,21.282,0.7927,91.1,43.8,,,,,,none,0.181,17.825,2.553,0.887,21.612,onnx,CPUExecutionProvider,{},False,6,False,006127.png,,,,0.605125,0.605125,0.605125,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
23,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,21.172,0.813,93.8,43.8,,,,,,none,0.181,17.983,2.507,0.665,21.498,onnx,CPUExecutionProvider,{},False,1,False,006831.png,,,,0.601941,0.601941,0.601941,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
24,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,20.248,0.813,93.8,43.8,,,,,,none,0.136,17.925,1.68,0.627,20.569,onnx,CPUExecutionProvider,{},False,1,False,006461.png,,,,0.575918,0.575918,0.575918,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
25,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,20.084,0.6412,70.9,43.8,,,,,,none,0.168,17.056,2.428,0.582,20.387,onnx,CPUExecutionProvider,{},False,1,False,007415.png,,,,0.570825,0.570825,0.570825,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
26,0,adaptive,moderate,0.5,process_steady_v3,7,,SMALL,109.544,0.6412,70.9,43.8,,,,,,none,0.49,103.648,3.84,2.039,110.249,onnx,CPUExecutionProvider,{},False,5,False,006154.png,,,,3.086969,3.086969,3.086969,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
27,0,adaptive,moderate,0.5,process_steady_v3,7,,SMALL,75.65,0.783,89.8,43.8,,,,,,none,0.191,69.551,4.149,1.931,76.058,onnx,CPUExecutionProvider,{},False,6,False,007336.png,,,,2.129616,2.129616,2.129616,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
28,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,28.852,0.7927,91.1,43.8,,,,,,none,1.386,25.691,2.655,0.489,30.365,onnx,CPUExecutionProvider,{},False,0,False,006621.png,,,,0.850209,0.850209,0.850209,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
29,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,33.02,0.7927,91.1,43.8,,,,,,none,0.173,29.799,2.334,0.869,33.34,onnx,CPUExecutionProvider,{},False,3,True,006478.png,,,,0.933509,0.933509,0.933509,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
30,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,22.916,0.7913,90.9,43.8,,,,,,none,0.148,19.474,2.266,1.159,23.207,onnx,CPUExecutionProvider,{},False,3,False,006352.png,,,,0.649799,0.649799,0.649799,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
31,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,20.01,0.7913,90.9,43.8,,,,,,none,0.154,17.007,2.244,0.742,20.273,onnx,CPUExecutionProvider,{},False,5,False,007230.png,,,,0.567636,0.567636,0.567636,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
32,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,21.653,0.8595,100.0,43.8,,,,,,none,0.19,18.656,2.442,0.537,21.973,onnx,CPUExecutionProvider,{},False,0,False,007113.png,,,,0.615247,0.615247,0.615247,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
33,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,19.332,0.8595,100.0,43.8,,,,,,none,0.145,17.058,1.577,0.681,19.61,onnx,CPUExecutionProvider,{},False,1,False,007162.png,,,,0.549072,0.549072,0.549072,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
34,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,26.373,0.8595,100.0,43.8,,,,,,none,0.194,22.996,2.587,0.772,26.7,onnx,CPUExecutionProvider,{},False,3,True,007130.png,,,,0.747603,0.747603,0.747603,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
35,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,20.059,0.793,91.1,43.9,,,,,,none,0.168,16.998,2.442,0.603,20.374,onnx,CPUExecutionProvider,{},False,1,False,006651.png,,,,0.570466,0.570466,0.570466,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
36,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,20.17,0.793,91.1,43.9,,,,,,none,0.169,17.172,2.428,0.553,20.473,onnx,CPUExecutionProvider,{},False,0,False,006282.png,,,,0.573244,0.573244,0.573244,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
37,0,adaptive,moderate,0.5,process_steady_v3,7,,NANO,21.101,0.7973,91.7,43.8,,,,,,none,0.188,17.328,2.232,1.521,21.433,onnx,CPUExecutionProvider,{},False,13,False,006034.png,,,,0.600124,0.600124,0.600124,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
