run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
11,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,69.415,0.5038,52.2,44.9,,,,,,none,0.157,65.035,2.133,2.231,69.755,onnx,CPUExecutionProvider,{},False,20,True,007420.png,,,,1.953134,1.953134,1.953134,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
12,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,72.398,0.5262,55.2,44.9,,,,,,none,0.171,67.33,2.927,2.121,72.746,onnx,CPUExecutionProvider,{},False,7,False,007182.png,,,,2.03688,2.03688,2.03688,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
13,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,69.324,0.581,62.5,44.9,,,,,,none,0.175,64.905,2.859,1.542,69.694,onnx,CPUExecutionProvider,{},False,1,False,007443.png,,,,1.951424,1.951424,1.951424,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
14,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,74.147,0.6538,72.2,44.9,,,,,,none,0.156,69.677,2.802,1.65,74.498,onnx,CPUExecutionProvider,{},False,1,True,006164.png,,,,2.08593,2.08593,2.08593,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
15,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,72.51,0.5173,54.0,44.9,,,,,,none,0.175,67.937,2.642,1.913,72.86,onnx,CPUExecutionProvider,{},False,7,False,007087.png,,,,2.04008,2.04008,2.04008,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
16,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,67.812,0.5173,54.0,44.9,,,,,,none,0.169,64.041,2.762,0.991,68.133,onnx,CPUExecutionProvider,{},False,3,False,006681.png,,,,1.907721,1.907721,1.907721,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
17,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,68.832,0.6342,69.6,44.9,,,,,,none,0.132,64.648,2.024,2.139,69.142,onnx,CPUExecutionProvider,{},False,4,False,006319.png,,,,1.935962,1.935962,1.935962,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
18,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,71.593,0.5622,60.0,44.9,,,,,,none,0.138,67.836,1.976,1.765,71.909,onnx,CPUExecutionProvider,{},False,7,False,007392.png,,,,2.013441,2.013441,2.013441,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
19,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,65.563,0.6388,70.2,44.9,,,,,,none,0.165,61.953,2.759,0.834,65.901,onnx,CPUExecutionProvider,{},False,0,False,006148.png,,,,1.845222,1.845222,1.845222,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
20,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,74.099,0.5188,54.2,44.9,,,,,,none,0.174,69.628,2.826,1.625,74.468,onnx,CPUExecutionProvider,{},False,1,False,006447.png,,,,2.08511,2.08511,2.08511,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
21,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,70.776,0.659,72.9,44.9,,,,,,none,0.188,65.915,3.153,1.689,71.132,onnx,CPUExecutionProvider,{},False,5,True,006857.png,,,,1.991685,1.991685,1.991685,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
22,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,71.446,0.5893,63.6,44.9,,,,,,none,0.153,67.134,2.578,1.718,71.784,onnx,CPUExecutionProvider,{},False,8,False,006127.png,,,,2.00996,2.00996,2.00996,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
23,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,66.658,0.4798,49.0,44.9,,,,,,none,0.158,63.03,2.717,0.887,66.994,onnx,CPUExecutionProvider,{},False,3,False,006831.png,,,,1.875832,1.875832,1.875832,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
24,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,75.305,0.557,59.3,44.9,,,,,,none,0.133,71.691,2.674,0.921,75.579,onnx,CPUExecutionProvider,{},False,2,False,006461.png,,,,2.116223,2.116223,2.116223,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
25,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,68.402,0.5023,52.0,44.9,,,,,,none,0.151,64.476,2.112,1.797,68.75,onnx,CPUExecutionProvider,{},False,4,False,007415.png,,,,1.925006,1.925006,1.925006,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
26,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,75.203,0.5023,52.0,44.9,,,,,,none,0.169,69.82,3.01,2.353,75.591,onnx,CPUExecutionProvider,{},False,5,False,006154.png,,,,2.116545,2.116545,2.116545,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
27,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,75.216,0.6913,77.2,44.9,,,,,,none,0.178,70.488,2.911,1.797,75.591,onnx,CPUExecutionProvider,{},False,6,False,007336.png,,,,2.116542,2.116542,2.116542,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
28,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,73.195,0.6282,68.8,44.9,,,,,,none,0.203,69.043,2.436,1.694,73.572,onnx,CPUExecutionProvider,{},False,2,False,006621.png,,,,2.060019,2.060019,2.060019,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
29,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,70.099,0.6125,66.7,44.9,,,,,,none,0.145,65.524,2.525,2.0,70.424,onnx,CPUExecutionProvider,{},False,9,True,006478.png,,,,1.97188,1.97188,1.97188,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
30,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,69.312,0.524,54.9,44.9,,,,,,none,0.155,65.357,2.637,1.297,69.599,onnx,CPUExecutionProvider,{},False,2,False,006352.png,,,,1.94878,1.94878,1.94878,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
31,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,70.925,0.5967,64.6,44.9,,,,,,none,0.114,67.369,1.768,1.774,71.216,onnx,CPUExecutionProvider,{},False,3,False,007230.png,,,,1.994045,1.994045,1.994045,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
32,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,71.017,0.5008,51.8,44.9,,,,,,none,0.173,66.623,2.816,1.558,71.381,onnx,CPUExecutionProvider,{},False,0,False,007113.png,,,,1.998671,1.998671,1.998671,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
33,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,74.028,0.4955,51.1,44.9,,,,,,none,0.175,69.277,2.798,1.929,74.345,onnx,CPUExecutionProvider,{},False,8,False,007162.png,,,,2.081649,2.081649,2.081649,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
34,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,75.197,0.665,73.7,44.9,,,,,,none,0.186,70.444,2.944,1.788,75.525,onnx,CPUExecutionProvider,{},False,3,True,007130.png,,,,2.1147,2.1147,2.1147,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
35,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,74.642,0.7213,81.2,44.9,,,,,,none,0.183,70.311,2.842,1.469,75.048,onnx,CPUExecutionProvider,{},False,2,False,006651.png,,,,2.101333,2.101333,2.101333,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
36,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,67.499,0.6218,67.9,45.0,,,,,,none,0.209,62.836,2.667,1.975,67.914,onnx,CPUExecutionProvider,{},False,1,False,006282.png,,,,1.901581,1.901581,1.901581,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
37,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,75.072,0.6747,75.0,44.9,,,,,,none,0.292,69.214,3.12,2.716,75.567,onnx,CPUExecutionProvider,{},False,12,False,006034.png,,,,2.115873,2.115873,2.115873,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
