run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
10,0,adaptive,burst,0.85,process_isolated_burst_v2,7,10,NANO,23.037,0.861,100.0,44.4,,,,,,none,0.17,19.604,2.761,0.653,23.351,onnx,CPUExecutionProvider,{},False,1,False,007416.png,,,,0.653822,0.653822,0.653822,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
11,0,adaptive,burst,0.85,process_isolated_burst_v2,7,11,NANO,21.567,0.861,100.0,44.4,,,,,,none,0.138,18.183,2.284,1.082,21.846,onnx,CPUExecutionProvider,{},False,8,True,007420.png,,,,0.611677,0.611677,0.611677,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
12,0,adaptive,burst,0.85,process_isolated_burst_v2,7,12,NANO,21.586,0.861,100.0,44.4,,,,,,none,0.159,17.907,2.569,1.094,21.883,onnx,CPUExecutionProvider,{},False,7,False,007182.png,,,,0.612727,0.612727,0.612727,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
13,0,adaptive,burst,0.85,process_isolated_burst_v2,7,13,NANO,21.446,0.861,100.0,44.4,,,,,,none,0.155,18.242,2.522,0.664,21.749,onnx,CPUExecutionProvider,{},False,1,False,007443.png,,,,0.608961,0.608961,0.608961,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
14,0,adaptive,burst,0.85,process_isolated_burst_v2,7,14,NANO,21.629,0.861,100.0,44.4,,,,,,none,0.168,18.38,2.597,0.634,21.941,onnx,CPUExecutionProvider,{},False,1,True,006164.png,,,,0.614342,0.614342,0.614342,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
15,0,adaptive,burst,0.85,process_isolated_burst_v2,7,15,NANO,47.932,0.861,100.0,44.4,,,,,,none,0.152,31.281,15.964,0.664,48.237,onnx,CPUExecutionProvider,{},False,4,False,007087.png,,,,1.350642,1.350642,1.350642,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
16,0,adaptive,burst,0.85,process_isolated_burst_v2,7,16,NANO,20.531,0.8608,100.0,44.3,,,,,,none,0.153,17.435,2.439,0.641,20.832,onnx,CPUExecutionProvider,{},False,1,False,006681.png,,,,0.583299,0.583299,0.583299,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
17,0,adaptive,burst,0.85,process_isolated_burst_v2,7,17,NANO,26.679,0.8608,100.0,44.3,,,,,,none,0.157,23.28,2.464,0.919,26.97,onnx,CPUExecutionProvider,{},False,4,False,006319.png,,,,0.755154,0.755154,0.755154,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
18,0,adaptive,burst,0.85,process_isolated_burst_v2,7,18,NANO,26.112,0.861,100.0,44.4,,,,,,none,0.141,23.094,2.32,0.68,26.391,onnx,CPUExecutionProvider,{},False,4,False,007392.png,,,,0.738934,0.738934,0.738934,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
19,0,adaptive,burst,0.85,process_isolated_burst_v2,7,19,NANO,24.286,0.861,100.0,44.4,,,,,,none,0.143,21.455,2.294,0.521,24.574,onnx,CPUExecutionProvider,{},False,0,False,006148.png,,,,0.68808,0.68808,0.68808,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
20,0,adaptive,burst,0.0,process_isolated_burst_v2,7,20,SMALL,76.153,0.1268,2.1,44.4,,,,,,none,0.505,71.993,2.562,1.578,76.816,onnx,CPUExecutionProvider,{},False,1,False,006447.png,,,,2.150854,2.150854,2.150854,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
21,0,adaptive,burst,0.0,process_isolated_burst_v2,7,21,MEDIUM,421.19,0.1268,2.1,44.4,,,,,,none,0.437,386.63,32.451,2.081,422.026,onnx,CPUExecutionProvider,{},False,7,True,006857.png,,,,11.816714,11.816714,11.816714,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
22,0,adaptive,burst,0.0,process_isolated_burst_v2,7,22,MEDIUM,422.355,0.502,51.9,45.1,,,,,,none,0.155,411.375,7.67,3.29,422.901,onnx,CPUExecutionProvider,{},False,12,False,006127.png,,,,11.841239,11.841239,11.841239,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
23,0,adaptive,burst,0.0,process_isolated_burst_v2,7,23,SMALL,71.953,0.4875,50.0,45.0,,,,,,none,0.501,68.54,2.434,0.961,72.645,onnx,CPUExecutionProvider,{},False,3,False,006831.png,,,,2.034071,2.034071,2.034071,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
24,0,adaptive,burst,0.0,process_isolated_burst_v2,7,24,SMALL,73.391,0.6218,67.9,45.0,,,,,,none,0.166,68.341,3.39,1.642,73.72,onnx,CPUExecutionProvider,{},False,2,False,006461.png,,,,2.064171,2.064171,2.064171,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
25,0,adaptive,burst,0.0,process_isolated_burst_v2,7,25,SMALL,75.625,0.5813,62.5,45.0,,,,,,none,0.162,70.33,3.494,1.782,75.991,onnx,CPUExecutionProvider,{},False,4,False,007415.png,,,,2.127737,2.127737,2.127737,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
26,0,adaptive,burst,0.0,process_isolated_burst_v2,7,26,SMALL,58.269,0.4943,50.9,45.0,,,,,,none,0.12,54.732,2.225,1.298,58.56,onnx,CPUExecutionProvider,{},False,5,False,006154.png,,,,1.639669,1.639669,1.639669,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
27,0,adaptive,burst,0.0,process_isolated_burst_v2,7,27,SMALL,71.064,0.4943,50.9,45.0,,,,,,none,0.16,66.332,3.146,1.569,71.388,onnx,CPUExecutionProvider,{},False,6,False,007336.png,,,,1.998853,1.998853,1.998853,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
28,0,adaptive,burst,0.0,process_isolated_burst_v2,7,28,SMALL,69.21,0.48,49.0,45.0,,,,,,none,0.155,65.238,3.101,0.854,69.495,onnx,CPUExecutionProvider,{},False,2,False,006621.png,,,,1.945874,1.945874,1.945874,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
29,0,adaptive,burst,0.0,process_isolated_burst_v2,7,29,SMALL,69.896,0.5152,53.7,45.0,,,,,,none,0.148,65.913,2.101,1.867,70.255,onnx,CPUExecutionProvider,{},False,9,True,006478.png,,,,1.967137,1.967137,1.967137,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
30,0,adaptive,burst,0.0,process_isolated_burst_v2,7,30,SMALL,67.541,0.4725,48.0,45.0,,,,,,none,0.129,63.568,2.235,1.723,67.831,onnx,CPUExecutionProvider,{},False,2,False,006352.png,,,,1.899271,1.899271,1.899271,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
31,0,adaptive,burst,0.0,process_isolated_burst_v2,7,31,SMALL,72.782,0.4943,50.9,45.0,,,,,,none,0.168,67.894,3.066,1.805,73.133,onnx,CPUExecutionProvider,{},False,3,False,007230.png,,,,2.047713,2.047713,2.047713,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
32,0,adaptive,burst,0.0,process_isolated_burst_v2,7,32,SMALL,60.452,0.4943,50.9,45.0,,,,,,none,0.128,56.833,2.144,1.461,60.743,onnx,CPUExecutionProvider,{},False,0,False,007113.png,,,,1.700798,1.700798,1.700798,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
33,0,adaptive,burst,0.0,process_isolated_burst_v2,7,33,SMALL,69.511,0.4878,50.0,45.1,,,,,,none,0.162,64.781,2.76,1.956,69.86,onnx,CPUExecutionProvider,{},False,8,False,007162.png,,,,1.956094,1.956094,1.956094,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
34,0,adaptive,burst,0.0,process_isolated_burst_v2,7,34,SMALL,70.651,0.4803,49.0,45.1,,,,,,none,0.162,65.685,3.208,1.735,71.013,onnx,CPUExecutionProvider,{},False,3,True,007130.png,,,,1.988367,1.988367,1.988367,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
35,0,adaptive,burst,0.0,process_isolated_burst_v2,7,35,SMALL,71.731,0.4878,50.0,45.1,,,,,,none,0.185,66.284,3.509,1.922,72.109,onnx,CPUExecutionProvider,{},False,2,False,006651.png,,,,2.019049,2.019049,2.019049,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
36,0,adaptive,burst,0.0,process_isolated_burst_v2,7,36,SMALL,70.32,0.5032,52.1,45.0,,,,,,none,0.126,66.568,2.199,1.539,70.623,onnx,CPUExecutionProvider,{},False,1,False,006282.png,,,,1.97743,1.97743,1.97743,28.0,hp-spectre-x360-i7-1165g7-tdp-up-28w-constant-ceiling,"Intel Core i7-1165G7 specifications, configurable TDP-up 28 W (https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html); HP Spectre x360 13-aw2xxx, Windows power scheme 'Simulations', observed 2026-07-12. This is a constant TDP ceiling proxy: estimated energy = 28 W x end-to-end latency. It is not a physical power or battery measurement.",False
