image,policy,policy_label,load_profile,tier,latency_ms,pressure,load_injector,load_worker_processes,backend,execution_providers,coreml_provider_options,vru_tp,vru_fp,vru_fn,obstacle_tp,obstacle_fp,obstacle_fn,frame_sha256
005995.png,adaptive,Variance-adaptive EWMA,moderate,NANO,12.449,0.6583,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,0,0,1,2e599e1595309f71964b097546eeb8fc5ce9b9313d06dde52f5ea6ef3e459992
005997.png,adaptive,Variance-adaptive EWMA,moderate,NANO,13.117,0.5725,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,2,0,0,3,ea2dc0668b5265bee50dd5a89796c56777b7e96af26e74ca89f313b45ada4fd4
005989.png,adaptive,Variance-adaptive EWMA,moderate,SMALL,34.871,0.5725,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,0,0,1,bc5445c21144f55573ebe54f333dc9fd1e8234f680be07c0f09db3697e59b394
005996.png,adaptive,Variance-adaptive EWMA,moderate,SMALL,34.357,0.5725,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,6,57,4,c9c683da9a3a7fc03b4e63e853b04084169d815573cd420308209d50599c54cf
005986.png,adaptive,Variance-adaptive EWMA,moderate,SMALL,35.827,0.5909,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,4,30,2,f219508643e518a3fd57b22bba2e5e652f686e1006e09185991674990c004f0c
005991.png,adaptive,Variance-adaptive EWMA,moderate,SMALL,35.108,0.5909,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,1,1,1,3,1245170b0edfc2c5996a4d7fc365d1808947c04896ef5ace88e1c403234f7b59
005982.png,adaptive,Variance-adaptive EWMA,moderate,NANO,13.137,0.7441,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,2,5,17,3,bffd3519cfa47a49606bc16235a51305c9af949d532ca0f3cdb87f6953a69250
005983.png,adaptive,Variance-adaptive EWMA,moderate,NANO,11.366,0.7441,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,4,28,11,4993cf33d6025663e60a00d6db403163d7e6af78fde9c2082d80a02a40455c7c
005994.png,adaptive,Variance-adaptive EWMA,moderate,NANO,10.345,0.7441,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},2,11,1,0,0,1,9e3f9d42223d03597fc187e9307f33f9efc998a33577ea61ed504ea1e80ee27b
005987.png,adaptive,Variance-adaptive EWMA,moderate,NANO,11.343,0.7441,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,2,4,3,415b27bbb104f5f19a42bf53c029534bc7f28195caf6736a19db55cb0da2d832
005993.png,adaptive,Variance-adaptive EWMA,moderate,NANO,10.336,0.7903,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,0,0,1,76826eb34180fb628b100a5b61c9fb747415a7bda98bee614937c5be179c8e6a
005990.png,adaptive,Variance-adaptive EWMA,moderate,NANO,10.727,0.7903,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,1,8,1,c511c28547302598ad2a8804b1e7ecc83e9dbfd7937fe67018939e9c0b0e3ef0
005998.png,adaptive,Variance-adaptive EWMA,moderate,NANO,11.521,0.7903,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,2,16,3,b05268b65f1d40206a8296e23ac80e75f470640c4bd272dd72d4dee579d3d2e8
005985.png,adaptive,Variance-adaptive EWMA,moderate,NANO,10.246,0.7903,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,5,4,0,0,0,7c50282776aa35f6cb38c8ab0dd3437a8ee9c7c6a422b151da5d145c55433522
005984.png,safety2,Two-level VRU-retention,moderate,SMALL,29.575,0.6681,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,1,0,0,8,70fc1ed55ecd31c123b6b8d01a4387180e2cd2d40a31b78b9c9b1dde5ee89f52
005999.png,safety2,Two-level VRU-retention,moderate,SMALL,29.124,0.6399,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,4,26,3,2d244e80497fb3038cec99ed74625cbda2ecee4062a493dda127190fe54d5808
005988.png,safety2,Two-level VRU-retention,moderate,NANO,10.638,0.6399,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},4,9,12,1,9,0,69f98a14640ff48fa041db547c67ed978bcde78bbc2211f3a2d779c7c1c65b41
005981.png,safety2,Two-level VRU-retention,moderate,MEDIUM,101.691,0.6399,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,4,46,3,2613688c0721e1d0294521cac7bb4235efea1023cd79aee8157d06a8cbcb798d
006000.png,safety2,Two-level VRU-retention,moderate,MEDIUM,47.06,0.6342,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,5,30,0,a0a2c50c3c18e40dec00427e7f91d07f7d829d395cee95485d5ef6ca274ec015
005992.png,safety2,Two-level VRU-retention,moderate,MEDIUM,60.831,0.6704,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,4,36,1,128de214a46505f42329059a2f25b773f393f6ca4d2185eac45288801cd3b129
005995.png,safety2,Two-level VRU-retention,moderate,MEDIUM,38.378,0.8866,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,1,9,0,2e599e1595309f71964b097546eeb8fc5ce9b9313d06dde52f5ea6ef3e459992
005997.png,safety2,Two-level VRU-retention,moderate,MEDIUM,36.122,0.8866,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,2,2,10,1,ea2dc0668b5265bee50dd5a89796c56777b7e96af26e74ca89f313b45ada4fd4
005989.png,safety2,Two-level VRU-retention,moderate,MEDIUM,36.595,0.7877,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,0,0,1,bc5445c21144f55573ebe54f333dc9fd1e8234f680be07c0f09db3697e59b394
005996.png,safety2,Two-level VRU-retention,moderate,MEDIUM,36.986,0.7877,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,8,83,2,c9c683da9a3a7fc03b4e63e853b04084169d815573cd420308209d50599c54cf
005986.png,safety2,Two-level VRU-retention,moderate,MEDIUM,35.431,0.7337,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,5,36,1,f219508643e518a3fd57b22bba2e5e652f686e1006e09185991674990c004f0c
005991.png,safety2,Two-level VRU-retention,moderate,MEDIUM,32.946,0.7337,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,1,2,11,2,1245170b0edfc2c5996a4d7fc365d1808947c04896ef5ace88e1c403234f7b59
005982.png,safety2,Two-level VRU-retention,moderate,NANO,8.889,0.8025,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,2,5,17,3,bffd3519cfa47a49606bc16235a51305c9af949d532ca0f3cdb87f6953a69250
005983.png,safety2,Two-level VRU-retention,moderate,NANO,9.203,0.8025,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,4,28,11,4993cf33d6025663e60a00d6db403163d7e6af78fde9c2082d80a02a40455c7c
005994.png,safety2,Two-level VRU-retention,moderate,NANO,7.518,0.8025,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},2,11,1,0,0,1,9e3f9d42223d03597fc187e9307f33f9efc998a33577ea61ed504ea1e80ee27b
005987.png,safety2,Two-level VRU-retention,moderate,MEDIUM,34.441,0.8025,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,4,45,1,415b27bbb104f5f19a42bf53c029534bc7f28195caf6736a19db55cb0da2d832
005993.png,safety2,Two-level VRU-retention,moderate,MEDIUM,33.036,0.7575,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,1,4,0,76826eb34180fb628b100a5b61c9fb747415a7bda98bee614937c5be179c8e6a
005990.png,safety2,Two-level VRU-retention,moderate,MEDIUM,31.046,0.7575,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,1,11,1,c511c28547302598ad2a8804b1e7ecc83e9dbfd7937fe67018939e9c0b0e3ef0
005998.png,safety2,Two-level VRU-retention,moderate,MEDIUM,32.085,0.6383,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0,0,0,4,32,1,b05268b65f1d40206a8296e23ac80e75f470640c4bd272dd72d4dee579d3d2e8
005985.png,safety2,Two-level VRU-retention,moderate,MEDIUM,33.806,0.6383,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},2,36,2,0,3,0,7c50282776aa35f6cb38c8ab0dd3437a8ee9c7c6a422b151da5d145c55433522
