image,frame_sha256,policy,policy_label,min_conf,load_profile,gt_vru,detected_vru,gt_vru_streak,lock_before,lock_after,tier,latency_ms,pressure,load_injector,load_worker_processes,backend
006014.png,ba6caf0d67c77fb464c68e4833dec7804bbbc8272d28bbc5b681c6cc538b6c23,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,41.047,0.5066,process_steady_v3,15,onnx
006015.png,011cab6c9e8c51cc8a128cc685298a4d44a444e18081cda96882dffaea3b9c1d,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,33.997,0.5294,process_steady_v3,15,onnx
006016.png,8348330c60bfa1a831b2668d86cf36e20a9caaefc6ce7c685d5962279cd28a18,safety,VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,40.956,0.5294,process_steady_v3,15,onnx
006017.png,43b14331501ece15bde7f7e154ce81b7edfae767b4b29412d6c26fb0b5d3fe53,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,38.489,0.5231,process_steady_v3,15,onnx
006018.png,ea08dc77324c6e64afdce7a9f6d7eff726b8df3f31b5df89ac399c52f75f8c58,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,57.551,0.5231,process_steady_v3,15,onnx
006019.png,7de89b882e35d40255efe56368e47714dbd8ceba8e58e0c318160317573b90e8,safety,VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,48.959,0.5177,process_steady_v3,15,onnx
006020.png,11933b0060e00b36fbc3aaeedffd809f96d97f293fbec1f65acea637b3bfba3b,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,40.849,0.5177,process_steady_v3,15,onnx
006021.png,4c2b5e3d5ad5da559caaa0a35ff8233d37b9fa24cbd7ca0d7e1d214de667644f,safety,VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,34.339,0.5357,process_steady_v3,15,onnx
006022.png,20dfee4d80390b97a21aaf6ae6b52540d876c851eb6901641540268c616c96e8,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,40.127,0.5357,process_steady_v3,15,onnx
006023.png,86ac1ce03497cc0e4b4a7aa774456bb6cc6644c3dbf2e3b1f702705e1f21749d,safety,VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,42.215,0.5105,process_steady_v3,15,onnx
006024.png,a0de262e0354e10a3d5db97675e3508b427ec3a7638b43e11f4feeac969b3883,safety,VRU-retention,0.25,moderate,True,True,2,True,True,SMALL,45.141,0.5105,process_steady_v3,15,onnx
006025.png,b2107d11e8b28f4432f96b19839a271830eb6619fdfa00c4e7adceb57161db8b,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,37.681,0.5285,process_steady_v3,15,onnx
006026.png,2de4cbf6beefe2a6c84603d59cacf9b359331981de73ec5862cc994cd29f3213,safety,VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,35.543,0.5243,process_steady_v3,15,onnx
006027.png,c7ae6f03333654cc45a0b5f9f25449d942d2810963520cac80bbb82d4ff6c297,safety,VRU-retention,0.25,moderate,True,False,2,True,True,SMALL,39.459,0.5243,process_steady_v3,15,onnx
006028.png,5864bf97176c1c4cd56d6350ca364cdc222aa5e4660385acadc8c559420908fe,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,40.285,0.5243,process_steady_v3,15,onnx
006029.png,fc15558a0460cbe8cbb26a92bfc8b681ff303f9a24fa16a409be5ae61694dd8b,safety,VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,54.693,0.5417,process_steady_v3,15,onnx
006030.png,a8300d3557b4b1a202545ce3a6db8fabb0fecdb8819ae8a1f5cf66ef6322d526,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,36.657,0.5495,process_steady_v3,15,onnx
006031.png,64dfb97f2aca15b47f28218249791f13e3c7bc512035094d77365aeb081c76ce,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,34.188,0.5495,process_steady_v3,15,onnx
006032.png,7d1c7aded04a957dd34df3e2cf05d9de9c8d90d014e69e1a459c4f40dda3493f,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,35.399,0.5054,process_steady_v3,15,onnx
006033.png,3852cff9a32d2ce38e7f377eda6ab38da57fc464ff0fcec4e3bb4f11e6b75691,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,40.526,0.5054,process_steady_v3,15,onnx
006034.png,6dfe9b1185cc1e8ffb42d8dcff21a2b20c1c932c80b48400c062ff733153c65c,safety,VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,38.478,0.5054,process_steady_v3,15,onnx
006035.png,0390c06510b6b75d3ad46edb470ba5eb69980b59dfc6d6f6df18199033e7204c,safety,VRU-retention,0.25,moderate,True,True,2,True,True,SMALL,56.451,0.5306,process_steady_v3,15,onnx
006036.png,8aead74fbe0850b92621219a5bc56e56e6e88e306e40bf65ab7654419bca676b,safety,VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,43.191,0.5318,process_steady_v3,15,onnx
006037.png,04ef1b3e868e6924fa664804f36debc62b57f2c70591650eacf29d5f768c8ce6,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,50.896,0.5318,process_steady_v3,15,onnx
006038.png,dd2379b041337ebe9e86a615a3336c164978e6cbe98c6192b1b26921f6814df2,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,42.219,0.5216,process_steady_v3,15,onnx
006039.png,1b3a355e1ed9b1dcfe2e710d9ca85fb7540047f568704e271b38f278660fbaf9,safety,VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,41.601,0.5216,process_steady_v3,15,onnx
006040.png,8aeed291405c689737cf6be1c4cc88db7bf24cffb742ebf5cfc4994bff0ab0be,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,40.542,0.5315,process_steady_v3,15,onnx
006041.png,733fa6e3b4afe1ab5f554753c128379b7619d03a5b5472f50ef9a7ce4a734c0e,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,53.129,0.5315,process_steady_v3,15,onnx
006042.png,0bf5ca002ebd2049fa6adefcdb9acf8fdb73918a6255089aaf82847a23d3a4cc,safety,VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,43.593,0.5123,process_steady_v3,15,onnx
006043.png,f5af6060f8a090d43b4f7873e09175b120df933af505efc44f395a7531f3d63e,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,43.293,0.5228,process_steady_v3,15,onnx
006044.png,f9ebce63d0b942fb0034b170f412d8c737a8b1df856e518f09360672f4ee746d,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,40.114,0.5228,process_steady_v3,15,onnx
006045.png,53982b78e0188c5877f3965be9a7166b2a701128ef3366a880e093a3722bc377,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,38.694,0.5171,process_steady_v3,15,onnx
006046.png,1936f8311e669619254d6633804842c4344d00ecfbb966f1132e4848dafdcfae,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,34.013,0.5171,process_steady_v3,15,onnx
006047.png,5411d5ebe8f6ae2a26cf64e1147b6509d167dbd3a5841012a567610dc46b601a,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,46.998,0.5231,process_steady_v3,15,onnx
006048.png,ff241d59e638e92a0dcc566517206736e795182a649cfeff168ae772b748c2a9,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,39.748,0.5231,process_steady_v3,15,onnx
006049.png,7e1fce7c699ebbee93b4dddfbc56ff466b96e24992c5a6636739108e23c5dcba,safety,VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,41.52,0.5519,process_steady_v3,15,onnx
006050.png,daa4b39ba115be09f5c8c36233b1252788cbc17bfe18755e1b7de1b0d6035f85,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,35.538,0.5519,process_steady_v3,15,onnx
006051.png,adacce80fa2e4f6cfc620cf4133e5292d937421653d2866f480066eda2090cca,safety,VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,50.721,0.5177,process_steady_v3,15,onnx
006052.png,3743c00800752019ad8773e1f9750ca66c41af36d905a59444af78c8b51d4cc0,safety,VRU-retention,0.25,moderate,True,False,2,True,True,SMALL,43.91,0.5177,process_steady_v3,15,onnx
006053.png,dec1f7ecbc0d87ffcd3d84cbaedc094145eed7342f38d501a94746abc1d2d6c6,safety,VRU-retention,0.25,moderate,True,True,3,True,True,SMALL,52.676,0.5531,process_steady_v3,15,onnx
006054.png,8ee681fafc00f2712b78c0580986a606af67eed1002ecb392ea07d0dc7b746d1,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,33.831,0.5033,process_steady_v3,15,onnx
006055.png,0514c89b1628a733aec806c268e8563e0a5fc283fa9a5fd23b07794133fbbe28,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,40.604,0.5033,process_steady_v3,15,onnx
006056.png,dae4afe25ecb08e3fb43630b9dedf14885ceccf05fa3e8570b82d827defc37ca,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,42.551,0.5816,process_steady_v3,15,onnx
006057.png,2e41b8c44757c1a68f261b00b9f3547fec27132e7002877be77196421c4a76ee,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,40.037,0.5816,process_steady_v3,15,onnx
006058.png,f529d33e8ea93d9e8ddfcc207fc5d1dab88c2e507bf5b66d9ccf94d5579b4a49,safety,VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,34.009,0.6764,process_steady_v3,15,onnx
006059.png,406f1ea95d88c8906bf69ed0fec13ebc9bf8ca784881a161f1760db060ca3550,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,35.064,0.6764,process_steady_v3,15,onnx
006060.png,e915b567fe8b92b1e69569fee5e4d74db20ccb25c8a97cfff6123d267cba48d4,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,52.62,0.6764,process_steady_v3,15,onnx
006061.png,406220a31758816e0a733b331b5a84c6ecf8cda1847300666c92b35154f2b8e6,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,42.147,0.647,process_steady_v3,15,onnx
006062.png,2e1008d5ca6bc8d1b592507ff479e32947d4c1aa96276da5ad8e369ca738d137,safety,VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,41.342,0.665,process_steady_v3,15,onnx
006063.png,a2169ba14ecf46b319378840b7a4f9d2a6d649c0c84a3ef5c944e141bffca5f8,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,55.566,0.665,process_steady_v3,15,onnx
006064.png,54da1fe955591ac35e6a07efcec7d3741caf6ba84dbfda9402fc2f343c9a785b,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,41.513,0.6692,process_steady_v3,15,onnx
006065.png,0d8bd0ea46a5b9f6420da8b2fd905e4b7b588ec00202e0c67d072770dadcda9b,safety,VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,42.017,0.6692,process_steady_v3,15,onnx
006066.png,7f1b0ab597e0c57c97f65759db1c004cee3fcbba812a80fb1eeb81fa877094a0,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,41.733,0.6344,process_steady_v3,15,onnx
006067.png,8521fd4ec2159e839c5b856872592a509a6c71299eff2715c89d2a85eb7317ad,safety,VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,48.632,0.6344,process_steady_v3,15,onnx
006068.png,bdb4c2507ce9cb0d6056ea5769e9618a58cc8b907a671074db09b60dd7e6ecdb,safety,VRU-retention,0.25,moderate,True,True,2,True,True,SMALL,56.287,0.6836,process_steady_v3,15,onnx
006069.png,dd9936fb623e669e737e9ba183e7111e049d968858625befe5acb5ad1a8717de,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,43.476,0.6566,process_steady_v3,15,onnx
006070.png,832dd207cb2bead29fd7d00ea4cade7c22029fbbab0720095cf27bea6159071c,safety,VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,55.037,0.6566,process_steady_v3,15,onnx
006071.png,4b2f12703beafdd50cf67cc5ddf8037b7f2a644e5fc104d9ed5c02446e7d5dc0,safety,VRU-retention,0.25,moderate,True,True,2,True,True,SMALL,49.165,0.6767,process_steady_v3,15,onnx
006072.png,0ec73069cfbd48e14cd7639b7564e7ce16703a182da34d2a951577cea0788c0a,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,46.706,0.6836,process_steady_v3,15,onnx
006073.png,14620138b05c1f83810c16ccd9f611fb7fc1c4a045ccd58fe6c1ffe74f9f50c1,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,41.476,0.6836,process_steady_v3,15,onnx
006074.png,cccce66b73af358daafcdd96c0fa30be756b56e7ca2524ed50fc141f11fb1a11,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,55.553,0.6467,process_steady_v3,15,onnx
006075.png,bd03bccecbf486c390894a5f6fdd87a528f08c4ef1aca3e9c33884211355534e,safety,VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,54.19,0.6467,process_steady_v3,15,onnx
006076.png,4bd1733cb6ea207329031d7131a3f79f58f36b28fd05e4b9bfec14c37b946e12,safety,VRU-retention,0.25,moderate,True,True,2,True,True,SMALL,54.592,0.6743,process_steady_v3,15,onnx
006077.png,9c61fd9d3a5c5b04bfe0c1982002e780adecae0b7518616ded39eecfeade9ae7,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,38.182,0.5783,process_steady_v3,15,onnx
006078.png,3d3e33ed291e8f67d7ecac1aadec42794e408c786cf6307192022b2cf01e17f8,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,36.138,0.5783,process_steady_v3,15,onnx
006079.png,565b9f962fa57bbc569556b71269ffb43c5e9e66553d67205f8e93a1bbc90095,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,52.12,0.5789,process_steady_v3,15,onnx
006080.png,bbff128569abc67f95641c1cddbd91f3af41f5fc8976bfd9909eacd0e7e5928d,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,47.318,0.5789,process_steady_v3,15,onnx
006081.png,815b6e6b74353f7504518b91f404b150c3fcdd6ceed4ef9208de788e5c0ce048,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,46.601,0.5606,process_steady_v3,15,onnx
006082.png,457eca42edd74c400691ed1b13c93fe0ddac6884103d0f29becf0117eba04b20,safety,VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,55.172,0.5606,process_steady_v3,15,onnx
006083.png,dec83399e4539b5ada89cc2518675929ff9bbcd5e1e863fb7104bc10b469f596,safety,VRU-retention,0.25,moderate,True,True,2,True,True,SMALL,48.361,0.5492,process_steady_v3,15,onnx
006084.png,2d4ae3d664b76a8a96a7c03159aad5e921284f1bcef6b4cbbc6c58399669cd84,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,47.827,0.5498,process_steady_v3,15,onnx
006085.png,680953b4ccf7d8a548cd051cab17b511a40aa2b929f2be323cf60cf0b045b00d,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,45.527,0.5498,process_steady_v3,15,onnx
006086.png,393f79830002e57db6f088560c0b3cf839cd711a3b34a96380efd01a4438b648,safety,VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,37.237,0.5336,process_steady_v3,15,onnx
006087.png,4e1b0c8121f296bf5b6f7f98eedad2a058b2e88e99c5b89696cdcbbd4bbd9d56,safety,VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,47.481,0.5336,process_steady_v3,15,onnx
006088.png,ae875eb237a35b91efc4f219a29b0d628f5f8c09a355ec7502cf58440ff950b3,safety,VRU-retention,0.25,moderate,True,True,2,True,True,SMALL,40.893,0.572,process_steady_v3,15,onnx
006089.png,f3f0d0ad82df66324317bbd7a16bf3562837eb3b61d13418615e039b54c8ea7f,safety,VRU-retention,0.25,moderate,True,True,3,True,True,SMALL,55.345,0.572,process_steady_v3,15,onnx
006090.png,7315b0107cd409a11271cbb71974d8f5c146dd3233241a22990d062f4d3a9daf,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,34.819,0.6536,process_steady_v3,15,onnx
006091.png,ba1438ab15637892c5208a596516a7ff333acbd357d3282b8cd537849ec7eb7c,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,33.034,0.6194,process_steady_v3,15,onnx
006092.png,6c09e98b4937cdba68f7a97256faa91a746f84b790809a828baa72a11481d55d,safety,VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,51.077,0.6194,process_steady_v3,15,onnx
006093.png,564ad72eb654b18e2dcaed73617030ca9d843ae32436360060f971bbdbfcf27a,safety,VRU-retention,0.25,moderate,True,True,2,True,True,SMALL,38.802,0.5336,process_steady_v3,15,onnx
006094.png,27c55ee304685a900b0a1a24fe80d3389fe6c35fd0f2e99bf201308622719981,safety,VRU-retention,0.25,moderate,True,False,3,True,True,SMALL,44.217,0.5336,process_steady_v3,15,onnx
006095.png,2d81034d1b94e278e56a9ef9c5c0a2894684febc2395c5429e61d28e0f6f5efc,safety,VRU-retention,0.25,moderate,True,False,4,True,True,SMALL,36.173,0.5069,process_steady_v3,15,onnx
006096.png,347d811f20472d2bae97b4fd35108a9dfa6dde2bfb318b26381c5e052cf0b108,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,39.645,0.5069,process_steady_v3,15,onnx
006097.png,8ff43de959795e16ac44b15c0bd2167e7d4c80644c60dec31b60cbcead1dcd96,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,42.106,0.5207,process_steady_v3,15,onnx
006098.png,bc9e63c18309baf3acce50f6fcd267b316fcf391d605838bcb148adb0efefaee,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,44.733,0.5207,process_steady_v3,15,onnx
006099.png,8a32e7d2c67ee9e157ece31ba7b7212392361ecd21241581fd08150e8a52c8d4,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,36.648,0.5447,process_steady_v3,15,onnx
006100.png,49786ab4cb6dda4f2bdcbebef1da51dba727518de5ae25e81e77b725211a8daf,safety,VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,38.907,0.5447,process_steady_v3,15,onnx
006101.png,90b267dd23bfafa9260d49921fc7d320bda6d0f1f6a92b53f2ffe85af8dea1ed,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,35.369,0.5081,process_steady_v3,15,onnx
006102.png,77de79f08279b16045166f1c340b5d9687d0dd732276af4f2b0bf63c0462944b,safety,VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,47.384,0.5081,process_steady_v3,15,onnx
006103.png,0036ad650bc05eee4153e668a28a5fb9e9f3a4800d1849d2fda94da58d2f9f69,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,56.129,0.5339,process_steady_v3,15,onnx
006104.png,dae042c0b3eca8feec3c783ac1f16eee62008ee160c60149475bc1109d87c221,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,40.896,0.539,process_steady_v3,15,onnx
006105.png,ef0b42110f14fd595f81d1926c75e9da6e5c09f3c6e486850e94ea91b4ddb07a,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,45.014,0.539,process_steady_v3,15,onnx
006106.png,bef47b6e982c0a1fcb98fad5c7b170def000abb41ae559cca0996f2a3699c332,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,39.481,0.5012,process_steady_v3,15,onnx
006107.png,41dcdf98b9fdd0d2efda0aa996afb0245f14d98583b96f567fe8767882e41dd6,safety,VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,51.497,0.5012,process_steady_v3,15,onnx
006108.png,3271ccdf5f47ef57a063e42c270ffd8ee63bbe91d29d98994e866438debacae5,safety,VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,56.138,0.6284,process_steady_v3,15,onnx
006109.png,908356d05b8c9139cd6e018d9f959bb16be6e548de265a4bbdca342c5fe43e7f,safety,VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,44.602,0.7002,process_steady_v3,15,onnx
006110.png,6b38847b8d9c49f771da2497a766ccee6d6fb8aa0a4012f9453de1fece45f7c8,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,45.312,0.7002,process_steady_v3,15,onnx
006111.png,1d30bf20f07591df63e158f2ca9c1f5556e168054e733d8b883f835f6349ee3b,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,45.031,0.605,process_steady_v3,15,onnx
006112.png,e89195ab6b00097b91afec98f6c2dcee90a9b15f65411adbaec640a4dc712582,safety,VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,47.502,0.605,process_steady_v3,15,onnx
